DATA,,,,,,,,,
key,data,,,,,,,,
token_name,Maps.me,,,,,,,,
token_symbol,MAPS,,,,,,,,
start_date,44531,,,,,,,,
start_tokens,10000000000,,,,,,,,
emission_schedule,1D,,,,,,,,
emission_type,linear_unlock,,,,,,,,
emission_incentive,,,,,,,,,
DISTRIBUTION,,,,,,,,,
entity,Private Sale,IEO and Initial Liquidity,Serum Community Fund,MAPS Community Fund,Liquidity & Token Growth,Ecosystem Partners,Project Builders,Technology & Product,Ecosystem Growth & Marketing
t479,0.26,5,2.462,2.936,0.26,0.52,0.78,0.52,1.942
t480,0.262,5,2.471,2.944,0.262,0.525,0.787,0.525,1.946
t481,0.265,5,2.479,2.953,0.265,0.529,0.794,0.529,1.95
t482,0.267,5,2.487,2.961,0.267,0.534,0.801,0.534,1.954
t483,0.269,5,2.496,2.969,0.269,0.538,0.807,0.538,1.958
t484,0.271,5,2.504,2.977,0.271,0.543,0.814,0.543,1.961
t485,0.274,5,2.513,2.985,0.274,0.547,0.821,0.547,1.965
t486,0.276,5,2.521,2.994,0.276,0.552,0.828,0.552,1.969
t487,0.278,5,2.53,3.002,0.278,0.557,0.835,0.557,1.973
t488,0.281,5,2.538,3.01,0.281,0.561,0.842,0.561,1.977
t489,0.283,5,2.547,3.018,0.283,0.566,0.849,0.566,1.981
t490,0.285,5,2.555,3.026,0.285,0.57,0.855,0.57,1.985
t491,0.287,5,2.563,3.035,0.287,0.575,0.862,0.575,1.989
t492,0.29,5,2.572,3.043,0.29,0.579,0.869,0.579,1.992
t493,0.292,5,2.58,3.051,0.292,0.584,0.876,0.584,1.996
t494,0.294,5,2.589,3.059,0.294,0.589,0.883,0.589,2
t495,0.297,5,2.597,3.068,0.297,0.593,0.89,0.593,2.004
t496,0.299,5,2.606,3.076,0.299,0.598,0.896,0.598,2.008
t497,0.301,5,2.614,3.084,0.301,0.602,0.903,0.602,2.012
t498,0.303,5,2.622,3.092,0.303,0.607,0.91,0.607,2.016
t499,0.306,5,2.631,3.1,0.306,0.611,0.917,0.611,2.02
t500,0.308,5,2.639,3.109,0.308,0.616,0.924,0.616,2.023
t501,0.31,5,2.648,3.117,0.31,0.62,0.931,0.62,2.027
t502,0.312,5,2.656,3.125,0.312,0.625,0.937,0.625,2.031
t503,0.315,5,2.665,3.133,0.315,0.63,0.944,0.63,2.035
t504,0.317,5,2.673,3.141,0.317,0.634,0.951,0.634,2.039
t505,0.319,5,2.682,3.15,0.319,0.639,0.958,0.639,2.043
t506,0.322,5,2.69,3.158,0.322,0.643,0.965,0.643,2.047
t507,0.324,5,2.698,3.166,0.324,0.648,0.972,0.648,2.051
t508,0.326,5,2.707,3.174,0.326,0.652,0.979,0.652,2.055
t509,0.328,5,2.715,3.182,0.328,0.657,0.985,0.657,2.058
t510,0.331,5,2.724,3.191,0.331,0.661,0.992,0.661,2.062
t511,0.333,5,2.732,3.199,0.333,0.666,0.999,0.666,2.066
t512,0.335,5,2.741,3.207,0.335,0.671,1.006,0.671,2.07
t513,0.338,5,2.749,3.215,0.338,0.675,1.013,0.675,2.074
t514,0.34,5,2.758,3.224,0.34,0.68,1.02,0.68,2.078
t515,0.342,5,2.766,3.232,0.342,0.684,1.026,0.684,2.082
t516,0.344,5,2.774,3.24,0.344,0.689,1.033,0.689,2.086
t517,0.347,5,2.783,3.248,0.347,0.693,1.04,0.693,2.089
t518,0.349,5,2.791,3.256,0.349,0.698,1.047,0.698,2.093
t519,0.351,5,2.8,3.265,0.351,0.703,1.054,0.703,2.097
t520,0.354,5,2.808,3.273,0.354,0.707,1.061,0.707,2.101
t521,0.356,5,2.817,3.281,0.356,0.712,1.068,0.712,2.105
t522,0.358,5,2.825,3.289,0.358,0.716,1.074,0.716,2.109
t523,0.36,5,2.833,3.297,0.36,0.721,1.081,0.721,2.113
t524,0.363,5,2.842,3.306,0.363,0.725,1.088,0.725,2.117
t525,0.365,5,2.85,3.314,0.365,0.73,1.095,0.73,2.12
t526,0.367,5,2.859,3.322,0.367,0.734,1.102,0.734,2.124
t527,0.37,5,2.867,3.33,0.37,0.739,1.109,0.739,2.128
t528,0.372,5,2.876,3.339,0.372,0.744,1.115,0.744,2.132
t529,0.374,5,2.884,3.347,0.374,0.748,1.122,0.748,2.136
t530,0.376,5,2.893,3.355,0.376,0.753,1.129,0.753,2.14
t531,0.379,5,2.901,3.363,0.379,0.757,1.136,0.757,2.144
t532,0.381,5,2.909,3.371,0.381,0.762,1.143,0.762,2.148
t533,0.383,5,2.918,3.38,0.383,0.766,1.15,0.766,2.151
t534,0.385,5,2.926,3.388,0.385,0.771,1.156,0.771,2.155
t535,0.388,5,2.935,3.396,0.388,0.776,1.163,0.776,2.159
t536,0.39,5,2.943,3.404,0.39,0.78,1.17,0.78,2.163
t537,0.392,5,2.952,3.412,0.392,0.785,1.177,0.785,2.167
t538,0.395,5,2.96,3.421,0.395,0.789,1.184,0.789,2.171
t539,0.397,5,2.969,3.429,0.397,0.794,1.191,0.794,2.175
t540,0.399,5,2.977,3.437,0.399,0.798,1.198,0.798,2.179
t541,0.401,5,2.985,3.445,0.401,0.803,1.204,0.803,2.182
t542,0.404,5,2.994,3.453,0.404,0.807,1.211,0.807,2.186
t543,0.406,5,3.002,3.462,0.406,0.812,1.218,0.812,2.19
t544,0.408,5,3.011,3.47,0.408,0.817,1.225,0.817,2.194
t545,0.411,5,3.019,3.478,0.411,0.821,1.232,0.821,2.198
t546,0.413,5,3.028,3.486,0.413,0.826,1.239,0.826,2.202
t547,0.415,5,3.036,3.495,0.415,0.83,1.245,0.83,2.206
t548,0.417,5,3.044,3.503,0.417,0.835,1.252,0.835,2.21
t549,0.42,5,3.053,3.511,0.42,0.839,1.259,0.839,2.214
t550,0.422,5,3.061,3.519,0.422,0.844,1.266,0.844,2.217
t551,0.424,5,3.07,3.527,0.424,0.849,1.273,0.849,2.221
t552,0.427,5,3.078,3.536,0.427,0.853,1.28,0.853,2.225
t553,0.429,5,3.087,3.544,0.429,0.858,1.286,0.858,2.229
t554,0.431,5,3.095,3.552,0.431,0.862,1.293,0.862,2.233
t555,0.433,5,3.104,3.56,0.433,0.867,1.3,0.867,2.237
t556,0.436,5,3.112,3.568,0.436,0.871,1.307,0.871,2.241
t557,0.438,5,3.12,3.577,0.438,0.876,1.314,0.876,2.245
t558,0.44,5,3.129,3.585,0.44,0.88,1.321,0.88,2.248
t559,0.443,5,3.137,3.593,0.443,0.885,1.328,0.885,2.252
t560,0.445,5,3.146,3.601,0.445,0.89,1.334,0.89,2.256
t561,0.447,5,3.154,3.609,0.447,0.894,1.341,0.894,2.26
t562,0.449,5,3.163,3.618,0.449,0.899,1.348,0.899,2.264
t563,0.452,5,3.171,3.626,0.452,0.903,1.355,0.903,2.268
t564,0.454,5,3.18,3.634,0.454,0.908,1.362,0.908,2.272
t565,0.456,5,3.188,3.642,0.456,0.912,1.369,0.912,2.276
t566,0.458,5,3.196,3.651,0.458,0.917,1.375,0.917,2.279
t567,0.461,5,3.205,3.659,0.461,0.922,1.382,0.922,2.283
t568,0.463,5,3.213,3.667,0.463,0.926,1.389,0.926,2.287
t569,0.465,5,3.222,3.675,0.465,0.931,1.396,0.931,2.291
t570,0.468,5,3.23,3.683,0.468,0.935,1.403,0.935,2.295
t571,0.47,5,3.239,3.692,0.47,0.94,1.41,0.94,2.299
t572,0.472,5,3.247,3.7,0.472,0.944,1.417,0.944,2.303
t573,0.474,5,3.255,3.708,0.474,0.949,1.423,0.949,2.307
t574,0.477,5,3.264,3.716,0.477,0.953,1.43,0.953,2.31
t575,0.479,5,3.272,3.724,0.479,0.958,1.437,0.958,2.314
t576,0.481,5,3.281,3.733,0.481,0.963,1.444,0.963,2.318
t577,0.484,5,3.289,3.741,0.484,0.967,1.451,0.967,2.322
t578,0.486,5,3.298,3.749,0.486,0.972,1.458,0.972,2.326
t579,0.488,5,3.306,3.757,0.488,0.976,1.464,0.976,2.33
t580,0.49,5,3.315,3.766,0.49,0.981,1.471,0.981,2.334
t581,0.493,5,3.323,3.774,0.493,0.985,1.478,0.985,2.338
t582,0.495,5,3.331,3.782,0.495,0.99,1.485,0.99,2.341
t583,0.497,5,3.34,3.79,0.497,0.995,1.492,0.995,2.345
t584,0.5,5,3.348,3.798,0.5,0.999,1.499,0.999,2.349
t585,0.502,5,3.357,3.807,0.502,1.004,1.505,1.004,2.353
t586,0.504,5,3.365,3.815,0.504,1.008,1.512,1.008,2.357
t587,0.506,5,3.374,3.823,0.506,1.013,1.519,1.013,2.361
t588,0.509,5,3.382,3.831,0.509,1.017,1.526,1.017,2.365
t589,0.511,5,3.391,3.839,0.511,1.022,1.533,1.022,2.369
t590,0.513,5,3.399,3.848,0.513,1.026,1.54,1.026,2.372
t591,0.516,5,3.407,3.856,0.516,1.031,1.547,1.031,2.376
t592,0.518,5,3.416,3.864,0.518,1.036,1.553,1.036,2.38
t593,0.52,5,3.424,3.872,0.52,1.04,1.56,1.04,2.384
t594,0.522,5,3.433,3.88,0.522,1.045,1.567,1.045,2.388
t595,0.525,5,3.441,3.889,0.525,1.049,1.574,1.049,2.392
t596,0.527,5,3.45,3.897,0.527,1.054,1.581,1.054,2.396
t597,0.529,5,3.458,3.905,0.529,1.058,1.588,1.058,2.4
t598,0.531,5,3.466,3.913,0.531,1.063,1.594,1.063,2.404
t599,0.534,5,3.475,3.922,0.534,1.068,1.601,1.068,2.407
t600,0.536,5,3.483,3.93,0.536,1.072,1.608,1.072,2.411
t601,0.538,5,3.492,3.938,0.538,1.077,1.615,1.077,2.415
t602,0.541,5,3.5,3.946,0.541,1.081,1.622,1.081,2.419
t603,0.543,5,3.509,3.954,0.543,1.086,1.629,1.086,2.423
t604,0.545,5,3.517,3.963,0.545,1.09,1.635,1.09,2.427
t605,0.547,5,3.526,3.971,0.547,1.095,1.642,1.095,2.431
t606,0.55,5,3.534,3.979,0.55,1.099,1.649,1.099,2.435
t607,0.552,5,3.542,3.987,0.552,1.104,1.656,1.104,2.438
t608,0.554,5,3.551,3.995,0.554,1.109,1.663,1.109,2.442
t609,0.557,5,3.559,4.004,0.557,1.113,1.67,1.113,2.446
t610,0.559,5,3.568,4.012,0.559,1.118,1.677,1.118,2.45
t611,0.561,5,3.576,4.02,0.561,1.122,1.683,1.122,2.454
t612,0.563,5,3.585,4.028,0.563,1.127,1.69,1.127,2.458
t613,0.566,5,3.593,4.036,0.566,1.131,1.697,1.131,2.462
t614,0.568,5,3.602,4.045,0.568,1.136,1.704,1.136,2.466
t615,0.57,5,3.61,4.053,0.57,1.141,1.711,1.141,2.469
t616,0.573,5,3.618,4.061,0.573,1.145,1.718,1.145,2.473
t617,0.575,5,3.627,4.069,0.575,1.15,1.724,1.15,2.477
t618,0.577,5,3.635,4.078,0.577,1.154,1.731,1.154,2.481
t619,0.579,5,3.644,4.086,0.579,1.159,1.738,1.159,2.485
t620,0.582,5,3.652,4.094,0.582,1.163,1.745,1.163,2.489
t621,0.584,5,3.661,4.102,0.584,1.168,1.752,1.168,2.493
t622,0.586,5,3.669,4.11,0.586,1.172,1.759,1.172,2.497
t623,0.589,5,3.677,4.119,0.589,1.177,1.766,1.177,2.5
t624,0.591,5,3.686,4.127,0.591,1.182,1.772,1.182,2.504
t625,0.593,5,3.694,4.135,0.593,1.186,1.779,1.186,2.508
t626,0.595,5,3.703,4.143,0.595,1.191,1.786,1.191,2.512
t627,0.598,5,3.711,4.151,0.598,1.195,1.793,1.195,2.516
t628,0.6,5,3.72,4.16,0.6,1.2,1.8,1.2,2.52
t629,0.602,5,3.728,4.168,0.602,1.204,1.807,1.204,2.524
t630,0.604,5,3.737,4.176,0.604,1.209,1.813,1.209,2.528
t631,0.607,5,3.745,4.184,0.607,1.214,1.82,1.214,2.531
t632,0.609,5,3.753,4.193,0.609,1.218,1.827,1.218,2.535
t633,0.611,5,3.762,4.201,0.611,1.223,1.834,1.223,2.539
t634,0.614,5,3.77,4.209,0.614,1.227,1.841,1.227,2.543
t635,0.616,5,3.779,4.217,0.616,1.232,1.848,1.232,2.547
t636,0.618,5,3.787,4.225,0.618,1.236,1.854,1.236,2.551
t637,0.62,5,3.796,4.234,0.62,1.241,1.861,1.241,2.555
t638,0.623,5,3.804,4.242,0.623,1.245,1.868,1.245,2.559
t639,0.625,5,3.813,4.25,0.625,1.25,1.875,1.25,2.563
t640,0.627,5,3.821,4.258,0.627,1.255,1.882,1.255,2.566
t641,0.63,5,3.829,4.266,0.63,1.259,1.889,1.259,2.57
t642,0.632,5,3.838,4.275,0.632,1.264,1.896,1.264,2.574
t643,0.634,5,3.846,4.283,0.634,1.268,1.902,1.268,2.578
t644,0.636,5,3.855,4.291,0.636,1.273,1.909,1.273,2.582
t645,0.639,5,3.863,4.299,0.639,1.277,1.916,1.277,2.586
t646,0.641,5,3.872,4.307,0.641,1.282,1.923,1.282,2.59
t647,0.643,5,3.88,4.316,0.643,1.286,1.93,1.286,2.594
t648,0.646,5,3.888,4.324,0.646,1.291,1.937,1.291,2.597
t649,0.648,5,3.897,4.332,0.648,1.296,1.943,1.296,2.601
t650,0.65,5,3.905,4.34,0.65,1.3,1.95,1.3,2.605
t651,0.652,5,3.914,4.349,0.652,1.305,1.957,1.305,2.609
t652,0.655,5,3.922,4.357,0.655,1.309,1.964,1.309,2.613
t653,0.657,5,3.931,4.365,0.657,1.314,1.971,1.314,2.617
t654,0.659,5,3.939,4.373,0.659,1.318,1.978,1.318,2.621
t655,0.661,5,3.948,4.381,0.661,1.323,1.984,1.323,2.625
t656,0.664,5,3.956,4.39,0.664,1.328,1.991,1.328,2.628
t657,0.666,5,3.964,4.398,0.666,1.332,1.998,1.332,2.632
t658,0.668,5,3.973,4.406,0.668,1.337,2.005,1.337,2.636
t659,0.671,5,3.981,4.414,0.671,1.341,2.012,1.341,2.64
t660,0.673,5,3.99,4.422,0.673,1.346,2.019,1.346,2.644
t661,0.675,5,3.998,4.431,0.675,1.35,2.026,1.35,2.648
t662,0.677,5,4.007,4.439,0.677,1.355,2.032,1.355,2.652
t663,0.68,5,4.015,4.447,0.68,1.359,2.039,1.359,2.656
t664,0.682,5,4.023,4.455,0.682,1.364,2.046,1.364,2.659
t665,0.684,5,4.032,4.464,0.684,1.369,2.053,1.369,2.663
t666,0.687,5,4.04,4.472,0.687,1.373,2.06,1.373,2.667
t667,0.689,5,4.049,4.48,0.689,1.378,2.067,1.378,2.671
t668,0.691,5,4.057,4.488,0.691,1.382,2.073,1.382,2.675
t669,0.693,5,4.066,4.496,0.693,1.387,2.08,1.387,2.679
t670,0.696,5,4.074,4.505,0.696,1.391,2.087,1.391,2.683
t671,0.698,5,4.083,4.513,0.698,1.396,2.094,1.396,2.687
t672,0.7,5,4.091,4.521,0.7,1.401,2.101,1.401,2.69
t673,0.703,5,4.099,4.529,0.703,1.405,2.108,1.405,2.694
t674,0.705,5,4.108,4.537,0.705,1.41,2.115,1.41,2.698
t675,0.707,5,4.116,4.546,0.707,1.414,2.121,1.414,2.702
t676,0.709,5,4.125,4.554,0.709,1.419,2.128,1.419,2.706
t677,0.712,5,4.133,4.562,0.712,1.423,2.135,1.423,2.71
t678,0.714,5,4.142,4.57,0.714,1.428,2.142,1.428,2.714
t679,0.716,5,4.15,4.578,0.716,1.432,2.149,1.432,2.718
t680,0.719,5,4.159,4.587,0.719,1.437,2.156,1.437,2.721
t681,0.721,5,4.167,4.595,0.721,1.442,2.162,1.442,2.725
t682,0.723,5,4.175,4.603,0.723,1.446,2.169,1.446,2.729
t683,0.725,5,4.184,4.611,0.725,1.451,2.176,1.451,2.733
t684,0.728,5,4.192,4.62,0.728,1.455,2.183,1.455,2.737
t685,0.73,5,4.201,4.628,0.73,1.46,2.19,1.46,2.741
t686,0.732,5,4.209,4.636,0.732,1.464,2.197,1.464,2.745
t687,0.734,5,4.218,4.644,0.734,1.469,2.203,1.469,2.749
t688,0.737,5,4.226,4.652,0.737,1.474,2.21,1.474,2.753
t689,0.739,5,4.234,4.661,0.739,1.478,2.217,1.478,2.756
t690,0.741,5,4.243,4.669,0.741,1.483,2.224,1.483,2.76
t691,0.744,5,4.251,4.677,0.744,1.487,2.231,1.487,2.764
t692,0.746,5,4.26,4.685,0.746,1.492,2.238,1.492,2.768
t693,0.748,5,4.268,4.693,0.748,1.496,2.245,1.496,2.772
t694,0.75,5,4.277,4.702,0.75,1.501,2.251,1.501,2.776
t695,0.753,5,4.285,4.71,0.753,1.505,2.258,1.505,2.78
t696,0.755,5,4.294,4.718,0.755,1.51,2.265,1.51,2.784
t697,0.757,5,4.302,4.726,0.757,1.515,2.272,1.515,2.787
t698,0.76,5,4.31,4.734,0.76,1.519,2.279,1.519,2.791
t699,0.762,5,4.319,4.743,0.762,1.524,2.286,1.524,2.795
t700,0.764,5,4.327,4.751,0.764,1.528,2.292,1.528,2.799
t701,0.766,5,4.336,4.759,0.766,1.533,2.299,1.533,2.803
t702,0.769,5,4.344,4.767,0.769,1.537,2.306,1.537,2.807
t703,0.771,5,4.353,4.776,0.771,1.542,2.313,1.542,2.811
t704,0.773,5,4.361,4.784,0.773,1.547,2.32,1.547,2.815
t705,0.776,5,4.37,4.792,0.776,1.551,2.327,1.551,2.818
t706,0.778,5,4.378,4.8,0.778,1.556,2.333,1.556,2.822
t707,0.78,5,4.386,4.808,0.78,1.56,2.34,1.56,2.826
t708,0.782,5,4.395,4.817,0.782,1.565,2.347,1.565,2.83
t709,0.785,5,4.403,4.825,0.785,1.569,2.354,1.569,2.834
t710,0.787,5,4.412,4.833,0.787,1.574,2.361,1.574,2.838
t711,0.789,5,4.42,4.841,0.789,1.578,2.368,1.578,2.842
t712,0.792,5,4.429,4.849,0.792,1.583,2.375,1.583,2.846
t713,0.794,5,4.437,4.858,0.794,1.588,2.381,1.588,2.849
t714,0.796,5,4.445,4.866,0.796,1.592,2.388,1.592,2.853
t715,0.798,5,4.454,4.874,0.798,1.597,2.395,1.597,2.857
t716,0.801,5,4.462,4.882,0.801,1.601,2.402,1.601,2.861
t717,0.803,5,4.471,4.891,0.803,1.606,2.409,1.606,2.865
t718,0.805,5,4.479,4.899,0.805,1.61,2.416,1.61,2.869
t719,0.807,5,4.488,4.907,0.807,1.615,2.422,1.615,2.873
t720,0.81,5,4.496,4.915,0.81,1.62,2.429,1.62,2.877
t721,0.812,5,4.505,4.923,0.812,1.624,2.436,1.624,2.88
t722,0.814,5,4.513,4.932,0.814,1.629,2.443,1.629,2.884
t723,0.817,5,4.521,4.94,0.817,1.633,2.45,1.633,2.888
t724,0.819,5,4.53,4.948,0.819,1.638,2.457,1.638,2.892
t725,0.821,5,4.538,4.956,0.821,1.642,2.464,1.642,2.896
t726,0.823,5,4.547,4.964,0.823,1.647,2.47,1.647,2.9
t727,0.826,5,4.555,4.973,0.826,1.651,2.477,1.651,2.904
t728,0.828,5,4.564,4.981,0.828,1.656,2.484,1.656,2.908
t729,0.83,5,4.572,4.989,0.83,1.661,2.491,1.661,2.911
t730,0.833,5,4.581,4.997,0.833,1.665,2.498,1.665,2.915
t731,0.835,5,4.589,5.005,0.835,1.67,2.505,1.67,2.919
t732,0.837,5,4.597,5.014,0.837,1.674,2.511,1.674,2.923
t733,0.839,5,4.606,5.022,0.839,1.679,2.518,1.679,2.927
t734,0.842,5,4.614,5.03,0.842,1.683,2.525,1.683,2.931
t735,0.844,5,4.623,5.038,0.844,1.688,2.532,1.688,2.935
t736,0.846,5,4.631,5.047,0.846,1.693,2.539,1.693,2.939
t737,0.849,5,4.64,5.055,0.849,1.697,2.546,1.697,2.943
t738,0.851,5,4.648,5.063,0.851,1.702,2.552,1.702,2.946
t739,0.853,5,4.656,5.071,0.853,1.706,2.559,1.706,2.95
t740,0.855,5,4.665,5.079,0.855,1.711,2.566,1.711,2.954
t741,0.858,5,4.673,5.088,0.858,1.715,2.573,1.715,2.958
t742,0.86,5,4.682,5.096,0.86,1.72,2.58,1.72,2.962
t743,0.862,5,4.69,5.104,0.862,1.724,2.587,1.724,2.966
t744,0.865,5,4.699,5.112,0.865,1.729,2.594,1.729,2.97
t745,0.867,5,4.707,5.12,0.867,1.734,2.6,1.734,2.974
t746,0.869,5,4.716,5.129,0.869,1.738,2.607,1.738,2.977
t747,0.871,5,4.724,5.137,0.871,1.743,2.614,1.743,2.981
t748,0.874,5,4.732,5.145,0.874,1.747,2.621,1.747,2.985
t749,0.876,5,4.741,5.153,0.876,1.752,2.628,1.752,2.989
t750,0.878,5,4.749,5.161,0.878,1.756,2.635,1.756,2.993
t751,0.88,5,4.758,5.17,0.88,1.761,2.641,1.761,2.997
t752,0.883,5,4.766,5.178,0.883,1.766,2.648,1.766,3.001
t753,0.885,5,4.775,5.186,0.885,1.77,2.655,1.77,3.005
t754,0.887,5,4.783,5.194,0.887,1.775,2.662,1.775,3.008
t755,0.89,5,4.792,5.203,0.89,1.779,2.669,1.779,3.012
t756,0.892,5,4.8,5.211,0.892,1.784,2.676,1.784,3.016
t757,0.894,5,4.808,5.219,0.894,1.788,2.682,1.788,3.02
t758,0.896,5,4.817,5.227,0.896,1.793,2.689,1.793,3.024
t759,0.899,5,4.825,5.235,0.899,1.797,2.696,1.797,3.028
t760,0.901,5,4.834,5.244,0.901,1.802,2.703,1.802,3.032
t761,0.903,5,4.842,5.252,0.903,1.807,2.71,1.807,3.036
t762,0.906,5,4.851,5.26,0.906,1.811,2.717,1.811,3.039
t763,0.908,5,4.859,5.268,0.908,1.816,2.724,1.816,3.043
t764,0.91,5,4.867,5.276,0.91,1.82,2.73,1.82,3.047
t765,0.912,5,4.876,5.285,0.912,1.825,2.737,1.825,3.051
t766,0.915,5,4.884,5.293,0.915,1.829,2.744,1.829,3.055
t767,0.917,5,4.893,5.301,0.917,1.834,2.751,1.834,3.059
t768,0.919,5,4.901,5.309,0.919,1.839,2.758,1.839,3.063
t769,0.922,5,4.91,5.318,0.922,1.843,2.765,1.843,3.067
t770,0.924,5,4.918,5.326,0.924,1.848,2.771,1.848,3.07
t771,0.926,5,4.927,5.334,0.926,1.852,2.778,1.852,3.074
t772,0.928,5,4.935,5.342,0.928,1.857,2.785,1.857,3.078
t773,0.931,5,4.943,5.35,0.931,1.861,2.792,1.861,3.082
t774,0.933,5,4.952,5.359,0.933,1.866,2.799,1.866,3.086
t775,0.935,5,4.96,5.367,0.935,1.87,2.806,1.87,3.09
t776,0.937,5,4.969,5.375,0.937,1.875,2.812,1.875,3.094
t777,0.94,5,4.977,5.383,0.94,1.88,2.819,1.88,3.098
t778,0.942,5,4.986,5.391,0.942,1.884,2.826,1.884,3.102
t779,0.944,5,4.994,5.4,0.944,1.889,2.833,1.889,3.105
t780,0.947,5,5.003,5.408,0.947,1.893,2.84,1.893,3.109
t781,0.949,5,5.011,5.416,0.949,1.898,2.847,1.898,3.113
t782,0.951,5,5.019,5.424,0.951,1.902,2.854,1.902,3.117
t783,0.953,5,5.028,5.432,0.953,1.907,2.86,1.907,3.121
t784,0.956,5,5.036,5.441,0.956,1.911,2.867,1.911,3.125
t785,0.958,5,5.045,5.449,0.958,1.916,2.874,1.916,3.129
t786,0.96,5,5.053,5.457,0.96,1.921,2.881,1.921,3.133
t787,0.963,5,5.062,5.465,0.963,1.925,2.888,1.925,3.136
t788,0.965,5,5.07,5.474,0.965,1.93,2.895,1.93,3.14
t789,0.967,5,5.078,5.482,0.967,1.934,2.901,1.934,3.144
t790,0.969,5,5.087,5.49,0.969,1.939,2.908,1.939,3.148
t791,0.972,5,5.095,5.498,0.972,1.943,2.915,1.943,3.152
t792,0.974,5,5.104,5.506,0.974,1.948,2.922,1.948,3.156
t793,0.976,5,5.112,5.515,0.976,1.953,2.929,1.953,3.16
t794,0.979,5,5.121,5.523,0.979,1.957,2.936,1.957,3.164
t795,0.981,5,5.129,5.531,0.981,1.962,2.943,1.962,3.167
t796,0.983,5,5.138,5.539,0.983,1.966,2.949,1.966,3.171
t797,0.985,5,5.146,5.547,0.985,1.971,2.956,1.971,3.175
t798,0.988,5,5.154,5.556,0.988,1.975,2.963,1.975,3.179
t799,0.99,5,5.163,5.564,0.99,1.98,2.97,1.98,3.183
t800,0.992,5,5.171,5.572,0.992,1.984,2.977,1.984,3.187
t801,0.995,5,5.18,5.58,0.995,1.989,2.984,1.989,3.191
t802,0.997,5,5.188,5.589,0.997,1.994,2.99,1.994,3.195
t803,0.999,5,5.197,5.597,0.999,1.998,2.997,1.998,3.198
t804,1.001,5,5.205,5.605,1.001,2.003,3.004,2.003,3.202
t805,1.004,5,5.214,5.613,1.004,2.007,3.011,2.007,3.206
t806,1.006,5,5.222,5.621,1.006,2.012,3.018,2.012,3.21
t807,1.008,5,5.23,5.63,1.008,2.016,3.025,2.016,3.214
t808,1.01,5,5.239,5.638,1.01,2.021,3.031,2.021,3.218
t809,1.013,5,5.247,5.646,1.013,2.026,3.038,2.026,3.222
t810,1.015,5,5.256,5.654,1.015,2.03,3.045,2.03,3.226
t811,1.017,5,5.264,5.662,1.017,2.035,3.052,2.035,3.229
t812,1.02,5,5.273,5.671,1.02,2.039,3.059,2.039,3.233
t813,1.022,5,5.281,5.679,1.022,2.044,3.066,2.044,3.237
t814,1.024,5,5.289,5.687,1.024,2.048,3.073,2.048,3.241
t815,1.026,5,5.298,5.695,1.026,2.053,3.079,2.053,3.245
t816,1.029,5,5.306,5.703,1.029,2.057,3.086,2.057,3.249
t817,1.031,5,5.315,5.712,1.031,2.062,3.093,2.062,3.253
t818,1.033,5,5.323,5.72,1.033,2.067,3.1,2.067,3.257
t819,1.036,5,5.332,5.728,1.036,2.071,3.107,2.071,3.26
t820,1.038,5,5.34,5.736,1.038,2.076,3.114,2.076,3.264
t821,1.04,5,5.349,5.745,1.04,2.08,3.12,2.08,3.268
t822,1.042,5,5.357,5.753,1.042,2.085,3.127,2.085,3.272
t823,1.045,5,5.365,5.761,1.045,2.089,3.134,2.089,3.276
t824,1.047,5,5.374,5.769,1.047,2.094,3.141,2.094,3.28
t825,1.049,5,5.382,5.777,1.049,2.099,3.148,2.099,3.284
t826,1.052,5,5.391,5.786,1.052,2.103,3.155,2.103,3.288
t827,1.054,5,5.399,5.794,1.054,2.108,3.161,2.108,3.292
t828,1.056,5,5.408,5.802,1.056,2.112,3.168,2.112,3.295
t829,1.058,5,5.416,5.81,1.058,2.117,3.175,2.117,3.299
t830,1.061,5,5.424,5.818,1.061,2.121,3.182,2.121,3.303
t831,1.063,5,5.433,5.827,1.063,2.126,3.189,2.126,3.307
t832,1.065,5,5.441,5.835,1.065,2.13,3.196,2.13,3.311
t833,1.068,5,5.45,5.843,1.068,2.135,3.203,2.135,3.315
t834,1.07,5,5.458,5.851,1.07,2.14,3.209,2.14,3.319
t835,1.072,5,5.467,5.859,1.072,2.144,3.216,2.144,3.323
t836,1.074,5,5.475,5.868,1.074,2.149,3.223,2.149,3.326
t837,1.077,5,5.484,5.876,1.077,2.153,3.23,2.153,3.33
t838,1.079,5,5.492,5.884,1.079,2.158,3.237,2.158,3.334
t839,1.081,5,5.5,5.892,1.081,2.162,3.244,2.162,3.338
t840,1.083,5,5.509,5.901,1.083,2.167,3.25,2.167,3.342
t841,1.086,5,5.517,5.909,1.086,2.172,3.257,2.172,3.346
t842,1.088,5,5.526,5.917,1.088,2.176,3.264,2.176,3.35
t843,1.09,5,5.534,5.925,1.09,2.181,3.271,2.181,3.354
t844,1.093,5,5.543,5.933,1.093,2.185,3.278,2.185,3.357
t845,1.095,5,5.551,5.942,1.095,2.19,3.285,2.19,3.361
t846,1.097,5,5.56,5.95,1.097,2.194,3.292,2.194,3.365
t847,1.099,5,5.568,5.958,1.099,2.199,3.298,2.199,3.369
t848,1.102,5,5.576,5.966,1.102,2.203,3.305,2.203,3.373
t849,1.104,5,5.585,5.974,1.104,2.208,3.312,2.208,3.377
